Block Address with Zip,Crime Count,SafetyScore,ZipCode,block,street,lat,lng
"0 BLOCK  INTERVALE, 02125",2,100.0,2125,0,INTERVALE,42.3157363,-71.0527482
"0 BLOCK  INWOOD ST, 02125",30,23.725687458081826,2125,0,INWOOD ST,42.3054017,-71.0691641
"0 BLOCK  IONA ST, 02131",9,53.923541247484906,2131,0,IONA ST,42.2858202,-71.1447581
"0 BLOCK  IOWA ST, 02122",25,27.90073775989269,2122,0,IOWA ST,,
"0 BLOCK  IOWA ST, 02124",2,100.0,2124,0,IOWA ST,42.3008714,-71.0678791
"0 BLOCK  IOWA, 02124",2,100.0,2124,0,IOWA,41.8780025,-93.097702
"0 BLOCK  IPSWICH ST, 02215",16,38.43058350100603,2215,0,IPSWICH ST,42.3470618,-71.08963349999999
"0 BLOCK  IRMA ST, 02124",48,14.235412474849095,2124,0,IRMA ST,42.288003,-71.0872215
"0 BLOCK  IRON ST, 02210",4,75.85513078470825,2210,0,IRON ST,42.34487319999999,-71.05212139999999
"0 BLOCK  IROQUOIS ST, 02120",14,42.25352112676056,2120,0,IROQUOIS ST,42.329616,-71.10289879999999
"0 BLOCK  IRVING ST, 02114",10,50.93896713615024,2114,0,IRVING ST,42.3611242,-71.06638099999999
"0 BLOCK  IRWIN AVE, 02119",25,27.90073775989269,2119,0,IRWIN AVE,42.32125810000001,-71.0775046
"0 BLOCK  ISABELLA ST, 02116",31,22.98792756539235,2116,0,ISABELLA ST,42.3487432,-71.069406
"0 BLOCK  ISLAND ST, 02119",6,64.738430583501,2119,0,ISLAND ST,42.33147659999999,-71.0734303
"0 BLOCK  ISLAND VIEW PL, 02125",15,39.87256874580818,2125,0,ISLAND VIEW PL,42.31953,-71.0441955
"0 BLOCK  ISLINGTON ST, 02134",7,60.39570757880617,2134,0,ISLINGTON ST,42.3530867,-71.1367309
"0 BLOCK  ISLINGTON TER, 02134",4,75.85513078470825,2134,0,ISLINGTON TER,42.3526245,-71.1371084
"0 BLOCK  ITASCA ST, 02126",42,16.834339369550634,2126,0,ITASCA ST,42.27866969999999,-71.09669219999999
"0 BLOCK  ITASCA, 02126",2,100.0,2126,0,ITASCA,42.27866969999999,-71.09669219999999
"0 BLOCK  IVORY ST, 02132",3,84.40643863179075,2132,0,IVORY ST,42.2814762,-71.1612188
"0 BLOCK  JACOB ST, 02124",23,30.14755197853789,2124,0,JACOB ST,42.2864305,-71.0829418
"0 BLOCK  JACOBBE RD, 02128",6,64.738430583501,2128,0,JACOBBE RD,42.3695431,-71.0200613
"0 BLOCK  JACOBBE WAY, 02128",3,84.40643863179075,2128,0,JACOBBE WAY,42.3695431,-71.0200613
"0 BLOCK  JAMAICA PL, 02130",3,84.40643863179075,2130,0,JAMAICA PL,42.3057866,-71.11921140000001
"0 BLOCK  JAMAICA ST, 02130",14,42.25352112676056,2130,0,JAMAICA ST,42.30629709999999,-71.1150804
"0 BLOCK  JAMAICAWAY, 02130",20,33.433936955063714,2130,0,JAMAICAWAY,42.3318438,-71.1127006
"0 BLOCK  JAMES O'NEILL ST, 02127",25,27.90073775989269,2127,0,JAMES O'NEILL ST,,
"0 BLOCK  JAN KARSKI WAY, 02125",80,6.924882629107976,2125,0,JAN KARSKI WAY,42.3257091,-71.06032189999999
"0 BLOCK  JARVIS PL, 02119",2,100.0,2119,0,JARVIS PL,42.3251907,-71.0720377
"0 BLOCK  JEFFERS ST, 02131",5,70.03688799463448,2131,0,JEFFERS ST,42.2727162,-71.1288974
"0 BLOCK  JEFFRIES ST, 02128",6,64.738430583501,2128,0,JEFFRIES ST,42.3654024,-71.02875329999999
"0 BLOCK  JENKINS ST, 02127",13,44.26559356136821,2127,0,JENKINS ST,42.3310503,-71.05389079999999
"0 BLOCK  JEROME ST, 02125",22,31.15358819584172,2125,0,JEROME ST,42.3150325,-71.0657035
"0 BLOCK  JERSEY ST, 02115",2,100.0,2115,0,JERSEY ST,42.3467976,-71.0986423
"0 BLOCK  JERSEY ST, 02215",269,0.8886653252850429,2215,0,JERSEY ST,42.3467976,-71.0986423
"0 BLOCK  JESS ST, 02130",9,53.923541247484906,2130,0,JESS ST,42.31543140000001,-71.1032937
"0 BLOCK  JETTE COURT, 02135",4,75.85513078470825,2135,0,JETTE COURT,42.3456679,-71.143496
"0 BLOCK  JETTE CT, 02135",64,9.507042253521124,2135,0,JETTE CT,42.3456679,-71.143496
"0 BLOCK  JEWETT ST, 02131",10,50.93896713615024,2131,0,JEWETT ST,42.2863774,-71.11720509999999
"0 BLOCK  JEWISH WAR VETERANS DR, 02121",34,20.875251509054326,2121,0,JEWISH WAR VETERANS DR,42.3019964,-71.0893067
"0 BLOCK  JIMMY FUND WAY, 02115",2,100.0,2115,0,JIMMY FUND WAY,42.3379561,-71.10831510000001
"0 BLOCK  JOHN A. ANDREW ST, 02130",2,100.0,2130,0,JOHN A. ANDREW ST,42.30932079999999,-71.1100281
"0 BLOCK  JOHN ALDEN RD, 02132",2,100.0,2132,0,JOHN ALDEN RD,42.2765814,-71.1523289
"0 BLOCK  JOHN ELIOT SQ, 02119",53,12.45808182427901,2119,0,JOHN ELIOT SQ,42.3295829,-71.0901277
"0 BLOCK  JOHN ELIOT SQUARE, 02119",3,84.40643863179075,2119,0,JOHN ELIOT SQUARE,42.3295829,-71.0901277
"0 BLOCK  JOHN F. FITZGERALD SURFACE RD, 02114",3,84.40643863179075,2114,0,JOHN F. FITZGERALD SURFACE RD,42.3626575,-71.05736809999999
"0 BLOCK  JOHNNY CT, 02111",3,84.40643863179075,2111,0,JOHNNY CT,42.3478235,-71.0630735
"0 BLOCK  JOHNSON ST, 02132",3,84.40643863179075,2132,0,JOHNSON ST,42.2725195,-71.1642487
"0 BLOCK  JOHNSON TER, 02124",7,60.39570757880617,2124,0,JOHNSON TER,42.2880613,-71.0800127
"0 BLOCK  JOHNSTON RD, 02124",31,22.98792756539235,2124,0,JOHNSTON RD,42.2872437,-71.0905965
"0 BLOCK  JOHNSTON ROAD, 02124",3,84.40643863179075,2124,0,JOHNSTON ROAD,42.2872437,-71.0905965
"0 BLOCK  JOHNSWOOD RD, 02131",11,48.52448021462106,2131,0,JOHNSWOOD RD,42.2842164,-71.121837
"0 BLOCK  JONES AVE, 02124",30,23.725687458081826,2124,0,JONES AVE,42.2868574,-71.0810544
"0 BLOCK  JONES, 02124",2,100.0,2124,0,JONES,42.2826027,-71.067605
"0 BLOCK  JOSEPH AGRI ST, 02127",10,50.93896713615024,2127,0,JOSEPH AGRI ST,42.3317041,-71.0519888
"0 BLOCK  JOSEPH ST, 02124",5,70.03688799463448,2124,0,JOSEPH ST,42.2893865,-71.0658831
"0 BLOCK  JOSEPHINE ST, 02122",44,15.912139503688804,2122,0,JOSEPHINE ST,42.3005504,-71.065347
"0 BLOCK  JOSLIN PL, 02215",6,64.738430583501,2215,0,JOSLIN PL,42.3381581,-71.1080921
"0 BLOCK  JOY ST, 02114",36,19.634473507712947,2114,0,JOY ST,42.3572286,-71.0649856
"0 BLOCK  JOYCE HAYES WAY, 02127",24,29.10798122065728,2127,0,JOYCE HAYES WAY,42.3374519,-71.0554355
"0 BLOCK  JOYCE KILMER RD, 02132",6,64.738430583501,2132,0,JOYCE KILMER RD,42.2721409,-71.1639665
"0 BLOCK  JOYCE RD, 02126",2,100.0,2126,0,JOYCE RD,,
"0 BLOCK  JUDGE ST, 02120",2,100.0,2120,0,JUDGE ST,42.3294091,-71.1027797
"0 BLOCK  JUDSON ST, 02125",29,24.463447350771293,2125,0,JUDSON ST,42.3206391,-71.0750357
"0 BLOCK  JULIAN ST, 02119",6,64.738430583501,2119,0,JULIAN ST,42.3194587,-71.077547
"0 BLOCK  JULIAN ST, 02125",47,14.604292421193833,2125,0,JULIAN ST,42.3194587,-71.077547
"0 BLOCK  JULIAN, 02125",2,100.0,2125,0,JULIAN,33.0786552,-116.6019637
"0 BLOCK  JULIETTE ST, 02122",32,22.31723675385648,2122,0,JULIETTE ST,42.3065194,-71.0629162
"0 BLOCK  JUNE ST, 02131",12,46.12676056338029,2131,0,JUNE ST,42.2767935,-71.13462539999999
"0 BLOCK  JUNIPER ST, 02119",11,48.52448021462106,2119,0,JUNIPER ST,42.3244586,-71.0893875
"0 BLOCK  JUSTIN RD, 02135",2,100.0,2135,0,JUSTIN RD,42.3528261,-71.1678311
"0 BLOCK  JUSTINIAN WAY, 02134",8,56.87458081824279,2134,0,JUSTINIAN WAY,42.3617682,-71.1382567
"0 BLOCK  K ST, 02127",9,53.923541247484906,2127,0,K ST,42.3398393,-71.0374607
"0 BLOCK  KAVANAUGH WAY, 02121",2,100.0,2121,0,KAVANAUGH WAY,42.315126,-71.0825286
"0 BLOCK  KEANE RD, 02132",3,84.40643863179075,2132,0,KEANE RD,42.2941593,-71.1615863
"0 BLOCK  KEARSARGE AVE, 02119",25,27.90073775989269,2119,0,KEARSARGE AVE,42.3276076,-71.0824766
"0 BLOCK  KEEGAN ST, 02119",21,32.14285714285714,2119,0,KEEGAN ST,42.33027999999999,-71.07680979999999
"0 BLOCK  KEITH ST, 02132",2,100.0,2132,0,KEITH ST,42.2885429,-71.1663825
"0 BLOCK  KELLEY CT, 02135",4,75.85513078470825,2135,0,KELLEY CT,42.3613514,-71.14252619999999
"0 BLOCK  KEMBLE ST, 02119",20,33.433936955063714,2119,0,KEMBLE ST,42.329845,-71.0749015
"0 BLOCK  KEMP ST, 02127",4,75.85513078470825,2127,0,KEMP ST,42.3265653,-71.0564761
"0 BLOCK  KEMPTON ST, 02115",22,31.15358819584172,2115,0,KEMPTON ST,42.3342059,-71.1081532
"0 BLOCK  KENBERMA RD, 02124",32,22.31723675385648,2124,0,KENBERMA RD,42.2959039,-71.072171
"0 BLOCK  KENBERMA ROAD, 02124",2,100.0,2124,0,KENBERMA ROAD,42.2959039,-71.072171
"0 BLOCK  KENBERMA, 02124",4,75.85513078470825,2124,0,KENBERMA,42.2959039,-71.072171
"0 BLOCK  KENDALL ST, 02118",4,75.85513078470825,2118,0,KENDALL ST,42.3348721,-71.0816352
"0 BLOCK  KENILWORTH ST, 02119",23,30.14755197853789,2119,0,KENILWORTH ST,42.3291287,-71.0867409
"0 BLOCK  KENILWORTH, 02119",2,100.0,2119,0,KENILWORTH,42.32182359999999,-71.08840359999999
"0 BLOCK  KENMORE SQ, 02215",7,60.39570757880617,2215,0,KENMORE SQ,42.3490203,-71.09740719999999
"0 BLOCK  KENMORE ST, 02215",13,44.26559356136821,2215,0,KENMORE ST,42.34804279999999,-71.0946783
"0 BLOCK  KENNEBEC ST, 02126",2,100.0,2126,0,KENNEBEC ST,42.2775153,-71.1007107
"0 BLOCK  KENNETH ST, 02132",2,100.0,2132,0,KENNETH ST,42.2854359,-71.1483301
"0 BLOCK  KENNEY ST, 02130",12,46.12676056338029,2130,0,KENNEY ST,42.3242278,-71.10869579999999
"0 BLOCK  KENRICK ST, 02135",12,46.12676056338029,2135,0,KENRICK ST,42.3463788,-71.162112
"0 BLOCK  KENSINGTON PARK, 02119",37,19.19852448021462,2119,0,KENSINGTON PARK,42.3225129,-71.0826369
"0 BLOCK  KENSINGTON ST, 02119",6,64.738430583501,2119,0,KENSINGTON ST,42.3207338,-71.0906907
"0 BLOCK  KENSINGTON, 02119",2,100.0,2119,0,KENSINGTON,42.32182359999999,-71.08840359999999
"0 BLOCK  KENTON RD, 02130",3,84.40643863179075,2130,0,KENTON RD,42.3073699,-71.1062596
"0 BLOCK  KENWOOD ST, 02124",14,42.25352112676056,2124,0,KENWOOD ST,42.2916874,-71.0716772
"0 BLOCK  KERR PL, 02120",9,53.923541247484906,2120,0,KERR PL,42.3336141,-71.0846858
"0 BLOCK  KERSHAW RD, 02132",2,100.0,2132,0,KERSHAW RD,42.2645497,-71.1539456
"0 BLOCK  KERWIN ST, 02124",16,38.43058350100603,2124,0,KERWIN ST,42.2938009,-71.0800484
"0 BLOCK  KESWICK ST, 02215",3,84.40643863179075,2215,0,KESWICK ST,42.3462437,-71.10598519999999
"0 BLOCK  KEVIN RD, 02125",6,64.738430583501,2125,0,KEVIN RD,42.3167873,-71.0620224
"0 BLOCK  KEYSTONE ST, 02132",11,48.52448021462106,2132,0,KEYSTONE ST,42.27130349999999,-71.1644108
"0 BLOCK  KIERNAN RD, 02132",2,100.0,2132,0,KIERNAN RD,42.2914293,-71.1669363
"0 BLOCK  KILMARNOCK ST, 02215",70,8.534540576794104,2215,0,KILMARNOCK ST,42.3449679,-71.10056829999999
"0 BLOCK  KILSYTH RD, 02135",9,53.923541247484906,2135,0,KILSYTH RD,42.3374531,-71.1444076
"0 BLOCK  KIMBALL ST, 02122",6,64.738430583501,2122,0,KIMBALL ST,42.3041708,-71.0596047
"0 BLOCK  KINEO ST, 02121",7,60.39570757880617,2121,0,KINEO ST,42.3118345,-71.0737614
"0 BLOCK  KING ST, 02119",2,100.0,2119,0,KING ST,42.3311727,-71.09291189999999
"0 BLOCK  KING ST, 02122",53,12.45808182427901,2122,0,KING ST,42.2920996,-71.0623897
"0 BLOCK  KING ST, 02124",7,60.39570757880617,2124,0,KING ST,42.2920996,-71.0623897
"0 BLOCK  KINGBIRD RD, 02124",42,16.834339369550634,2124,0,KINGBIRD RD,42.2928155,-71.0942542
"0 BLOCK  KINGBIRD ROAD, 02124",19,34.607645875251514,2124,0,KINGBIRD ROAD,42.2928155,-71.0942542
"0 BLOCK  KINGSBORO PARK, 02130",4,75.85513078470825,2130,0,KINGSBORO PARK,42.3184565,-71.1123901
"0 BLOCK  KINGSDALE ST, 02124",123,3.386988598256202,2124,0,KINGSDALE ST,42.29521990000001,-71.07925709999999
"0 BLOCK  KINGSDALE, 02124",2,100.0,2124,0,KINGSDALE,42.29521990000001,-71.07925709999999
"0 BLOCK  KINGSLEY ST, 02134",3,84.40643863179075,2134,0,KINGSLEY ST,42.36198479999999,-71.1303966
"0 BLOCK  KINGSTON ST, 02110",8,56.87458081824279,2110,0,KINGSTON ST,42.3541095,-71.0586347
"0 BLOCK  KINGSTON ST, 02111",46,15.006706908115364,2111,0,KINGSTON ST,42.3541095,-71.0586347
"0 BLOCK  KINROSS RD, 02135",6,64.738430583501,2135,0,KINROSS RD,42.341051,-71.1499766
"0 BLOCK  KIRKWOOD RD, 02135",12,46.12676056338029,2135,0,KIRKWOOD RD,42.3415368,-71.15892649999999
"0 BLOCK  KITTREDGE ST, 02131",24,29.10798122065728,2131,0,KITTREDGE ST,42.2850535,-71.1294247
"0 BLOCK  KNAPP ST, 02111",4,75.85513078470825,2111,0,KNAPP ST,42.3514017,-71.06249729999999
"0 BLOCK  KNEELAND ST, 02111",50,13.69885982562039,2111,0,KNEELAND ST,42.3509696,-71.06297959999999
"0 BLOCK  KNIGHT ST, 02136",12,46.12676056338029,2136,0,KNIGHT ST,42.2454717,-71.1332705
"0 BLOCK  KNOLL ST, 02131",8,56.87458081824279,2131,0,KNOLL ST,42.2907838,-71.132564
"0 BLOCK  KNOWLTON ST, 02127",4,75.85513078470825,2127,0,KNOWLTON ST,42.332929,-71.0498077
"0 BLOCK  KOVEY RD, 02136",16,38.43058350100603,2136,0,KOVEY RD,42.2555054,-71.1410372
"0 BLOCK  L ST, 02127",34,20.875251509054326,2127,0,L ST,42.3381238,-71.035226
"0 BLOCK  LABAN PRATT RD, 02122",5,70.03688799463448,2122,0,LABAN PRATT RD,42.2911989,-71.05130079999999
"0 BLOCK  LAFIELD ST, 02122",18,35.798122065727696,2122,0,LAFIELD ST,42.2954344,-71.05970710000001
"0 BLOCK  LAGRANGE PL, 02119",2,100.0,2119,0,LAGRANGE PL,42.324361,-71.07588919999999
"0 BLOCK  LAGRANGE ST, 02116",32,22.31723675385648,2116,0,LAGRANGE ST,42.3514182,-71.06285559999999
"0 BLOCK  LAGRANGE ST, 02132",16,38.43058350100603,2132,0,LAGRANGE ST,42.2730056,-71.1440832
"0 BLOCK  LAKE SHORE CT, 02135",17,37.156270959087855,2135,0,LAKE SHORE CT,42.3459573,-71.1699241
"0 BLOCK  LAKE SHORE RD, 02135",15,39.87256874580818,2135,0,LAKE SHORE RD,42.3454343,-71.1628578
"0 BLOCK  LAKE SHORE TER, 02135",3,84.40643863179075,2135,0,LAKE SHORE TER,42.3441108,-71.1691604
"0 BLOCK  LAKE ST, 02135",20,33.433936955063714,2135,0,LAKE ST,42.3401596,-71.16615039999999
"0 BLOCK  LAKESIDE AVE, 02136",3,84.40643863179075,2136,0,LAKESIDE AVE,42.2329759,-71.1391782
"0 BLOCK  LAKEVILLE RD, 02130",8,56.87458081824279,2130,0,LAKEVILLE RD,42.3160266,-71.1140139
"0 BLOCK  LAMARTINE ST, 02130",32,22.31723675385648,2130,0,LAMARTINE ST,42.3163549,-71.1049039
"0 BLOCK  LAMARTINE TER, 02130",2,100.0,2130,0,LAMARTINE TER,42.3138469,-71.1069905
"0 BLOCK  LAMARTINE, 02130",2,100.0,2130,0,LAMARTINE,42.3163549,-71.1049039
"0 BLOCK  LAMBERT AVE, 02119",26,26.86116700201208,2119,0,LAMBERT AVE,42.3289117,-71.0888113
"0 BLOCK  LAMBERT ST, 02119",10,50.93896713615024,2119,0,LAMBERT ST,42.3286774,-71.0920108
"0 BLOCK  LAMSON ST, 02128",5,70.03688799463448,2128,0,LAMSON ST,42.3660493,-71.033041
"0 BLOCK  LANARK RD, 02135",20,33.433936955063714,2135,0,LANARK RD,42.3381401,-71.14624669999999
"0 BLOCK  LANARK ROAD, 02135",5,70.03688799463448,2135,0,LANARK ROAD,42.3381401,-71.14624669999999
"0 BLOCK  LANCASTER ST, 02114",8,56.87458081824279,2114,0,LANCASTER ST,42.3638384,-71.0623378
"0 BLOCK  LANDING ST, 02128",14,42.25352112676056,2128,0,LANDING ST,42.3712677,-71.04242719999999
"0 BLOCK  LANDOR RD, 02126",13,44.26559356136821,2126,0,LANDOR RD,42.2834509,-71.0912287
"0 BLOCK  LANDOR ROAD, 02126",2,100.0,2126,0,LANDOR ROAD,42.2834509,-71.0912287
"0 BLOCK  LANDSEER ST, 02132",4,75.85513078470825,2132,0,LANDSEER ST,42.28049,-71.1532541
"0 BLOCK  LANE PARK, 02135",5,70.03688799463448,2135,0,LANE PARK,42.34205439999999,-71.1590068
"0 BLOCK  LANGDON ST, 02119",22,31.15358819584172,2119,0,LANGDON ST,42.3237598,-71.0738947
"0 BLOCK  LANGFORD PARK, 02119",6,64.738430583501,2119,0,LANGFORD PARK,42.3225583,-71.0796478
"0 BLOCK  LANGLEY RD, 02135",30,23.725687458081826,2135,0,LANGLEY RD,42.3499632,-71.16764409999999
"0 BLOCK  LANSDOWNE ST, 02215",309,0.687458081824277,2215,0,LANSDOWNE ST,42.3468834,-71.09581659999999
"0 BLOCK  LARCH PL, 02131",4,75.85513078470825,2131,0,LARCH PL,42.2879048,-71.1187878
"0 BLOCK  LARCH ST, 02135",2,100.0,2135,0,LARCH ST,42.3466089,-71.1658161
"0 BLOCK  LARCHMONT ST, 02124",49,14.000670690811534,2124,0,LARCHMONT ST,42.2975247,-71.0667337
"0 BLOCK  LAREDO ST, 02121",3,84.40643863179075,2121,0,LAREDO ST,42.3082479,-71.0784705
"0 BLOCK  LARK ST, 02127",2,100.0,2127,0,LARK ST,42.3337072,-71.0524099
"0 BLOCK  LAROSE PL, 02135",9,53.923541247484906,2135,0,LAROSE PL,42.3452754,-71.1473347
"0 BLOCK  LASELL ST, 02132",11,48.52448021462106,2132,0,LASELL ST,42.2863292,-71.1706189
"0 BLOCK  LATIN RD, 02132",2,100.0,2132,0,LATIN RD,42.2766911,-71.1555545
"0 BLOCK  LATTIMORE CT, 02118",30,23.725687458081826,2118,0,LATTIMORE CT,42.336827,-71.0821359
"0 BLOCK  LAUREL ST, 02119",2,100.0,2119,0,LAUREL ST,42.3208637,-71.0845274
"0 BLOCK  LAURIAT ST, 02124",4,75.85513078470825,2124,0,LAURIAT ST,42.2880153,-71.08027899999999
"0 BLOCK  LAURIE AVE, 02132",7,60.39570757880617,2132,0,LAURIE AVE,42.269161,-71.1715301
"0 BLOCK  LAUTEN PL, 02127",6,64.738430583501,2127,0,LAUTEN PL,42.3377333,-71.0278895
"0 BLOCK  LAVAL ST, 02136",5,70.03688799463448,2136,0,LAVAL ST,42.2621682,-71.11968949999999
"0 BLOCK  LAVANT ST, 02124",2,100.0,2124,0,LAVANT ST,42.3032962,-71.070888
"0 BLOCK  LAWLEY ST, 02122",5,70.03688799463448,2122,0,LAWLEY ST,42.288801,-71.0414339
"0 BLOCK  LAWN ST, 02120",14,42.25352112676056,2120,0,LAWN ST,42.3262515,-71.10424569999999
"0 BLOCK  LAWN ST, 02130",5,70.03688799463448,2130,0,LAWN ST,42.3262515,-71.10424569999999
"0 BLOCK  LAWRENCE AVE, 02121",95,5.298457411133473,2121,0,LAWRENCE AVE,42.3134217,-71.0793735
"0 BLOCK  LAWRENCE PL, 02135",3,84.40643863179075,2135,0,LAWRENCE PL,42.3553604,-71.14889099999999
"0 BLOCK  LAWRENCE ST, 02116",11,48.52448021462106,2116,0,LAWRENCE ST,42.346479,-71.0716218
"0 BLOCK  LAWRENCE ST, 02129",10,50.93896713615024,2129,0,LAWRENCE ST,42.3741467,-71.0648909
"0 BLOCK  LAWRENCE ST, 02135",7,60.39570757880617,2135,0,LAWRENCE ST,42.35873309999999,-71.1423839
"0 BLOCK  LAWTON ST, 02136",3,84.40643863179075,2136,0,LAWTON ST,42.23537779999999,-71.1292232
"0 BLOCK  LAWTON TER, 02136",7,60.39570757880617,2136,0,LAWTON TER,42.2354716,-71.1278059
"0 BLOCK  LEAHAVEN RD, 02126",4,75.85513078470825,2126,0,LEAHAVEN RD,42.271138,-71.0820505
"0 BLOCK  LEAMINGTON RD, 02135",7,60.39570757880617,2135,0,LEAMINGTON RD,42.3418146,-71.1486613
"0 BLOCK  LEBANON ST, 02125",2,100.0,2125,0,LEBANON ST,42.3179386,-71.07015439999999
"0 BLOCK  LEDGEBROOK RD, 02126",6,64.738430583501,2126,0,LEDGEBROOK RD,42.2710994,-71.08348579999999
"0 BLOCK  LEDGEWOOD RD, 02132",2,100.0,2132,0,LEDGEWOOD RD,42.295013,-71.16455669999999
"0 BLOCK  LEE HILL RD, 02131",5,70.03688799463448,2131,0,LEE HILL RD,42.2885784,-71.1263989
"0 BLOCK  LEE ST, 02130",2,100.0,2130,0,LEE ST,42.307931,-71.11186649999999
"0 BLOCK  LEEDS ST, 02127",4,75.85513078470825,2127,0,LEEDS ST,42.3307781,-71.0560192
"0 BLOCK  LEEDSVILLE ST, 02122",24,29.10798122065728,2122,0,LEEDSVILLE ST,42.30513699999999,-71.0590002
"0 BLOCK  LEGENDS WAY, 02114",8,56.87458081824279,2114,0,LEGENDS WAY,42.3658664,-71.0607769
"0 BLOCK  LEICESTER ST, 02135",13,44.26559356136821,2135,0,LEICESTER ST,42.3491401,-71.1546122
"0 BLOCK  LEIGHTON RD, 02136",10,50.93896713615024,2136,0,LEIGHTON RD,42.2534607,-71.1421665
"0 BLOCK  LENA TERRACE, 02126",2,100.0,2126,0,LENA TERRACE,42.2773209,-71.084216
"0 BLOCK  LENISTON ST, 02131",8,56.87458081824279,2131,0,LENISTON ST,42.2805619,-71.1372255
"0 BLOCK  LENNON CT, 02127",5,70.03688799463448,2127,0,LENNON CT,42.3330194,-71.0266067
"0 BLOCK  LENOX ST, 02118",47,14.604292421193833,2118,0,LENOX ST,42.3349301,-71.0786414
"0 BLOCK  LENOXDALE AVE, 02124",3,84.40643863179075,2124,0,LENOXDALE AVE,42.2826503,-71.0549458
"0 BLOCK  LEO M BIRMINGHAM PKWY, 02135",13,44.26559356136821,2135,0,LEO M BIRMINGHAM PKWY,42.3614083,-71.14568919999999
"0 BLOCK  LEONARD ST, 02122",28,25.16767270288397,2122,0,LEONARD ST,42.3014444,-71.0596759
"0 BLOCK  LEROY ST, 02122",56,11.45204560697518,2122,0,LEROY ST,42.3008251,-71.06655839999999
"0 BLOCK  LESEUR RD, 02136",2,100.0,2136,0,LESEUR RD,42.248055,-71.1135817
"0 BLOCK  LESHER ST, 02131",14,42.25352112676056,2131,0,LESHER ST,42.2922853,-71.1219363
"0 BLOCK  LESLIE ST, 02122",16,38.43058350100603,2122,0,LESLIE ST,42.2956677,-71.0588803
"0 BLOCK  LESTON ST, 02126",25,27.90073775989269,2126,0,LESTON ST,42.28367,-71.0895293
"0 BLOCK  LESTON, 02126",2,100.0,2126,0,LESTON,42.28367,-71.0895293
"0 BLOCK  LEVANT ST, 02122",40,17.739771965124074,2122,0,LEVANT ST,42.3032962,-71.070888
"0 BLOCK  LEVERETT CIR, 02114",2,100.0,2114,0,LEVERETT CIR,42.3666061,-71.0681371
"0 BLOCK  LEWIS MALL, 02128",9,53.923541247484906,2128,0,LEWIS MALL,42.36644769999999,-71.0416517
"0 BLOCK  LEWIS PL, 02119",4,75.85513078470825,2119,0,LEWIS PL,42.3241349,-71.0742278
"0 BLOCK  LEWIS ST, 02109",8,56.87458081824279,2109,0,LEWIS ST,42.3631961,-71.0515872
"0 BLOCK  LEWIS ST, 02113",4,75.85513078470825,2113,0,LEWIS ST,42.3631961,-71.0515872
"0 BLOCK  LEWIS ST, 02128",44,15.912139503688804,2128,0,LEWIS ST,42.3631961,-71.0515872
"0 BLOCK  LEWIS WHRF, 02110",5,70.03688799463448,2110,0,LEWIS WHRF,42.363667,-71.05107339999999
"0 BLOCK  LEWISTON ST, 02136",18,35.798122065727696,2136,0,LEWISTON ST,42.2670542,-71.112543
"0 BLOCK  LEXINGTON AVE, 02136",19,34.607645875251514,2136,0,LEXINGTON AVE,42.2611445,-71.115237
"0 BLOCK  LEXINGTON SQ, 02128",2,100.0,2128,0,LEXINGTON SQ,42.3812256,-71.0285614
"0 BLOCK  LEXINGTON ST, 02128",37,19.19852448021462,2128,0,LEXINGTON ST,42.3770907,-71.05964879999999
"0 BLOCK  LEXINGTON ST, 02129",7,60.39570757880617,2129,0,LEXINGTON ST,42.3770907,-71.05964879999999
"0 BLOCK  LEYDEN ST, 02128",27,25.93896713615024,2128,0,LEYDEN ST,42.3910204,-71.01271229999999
"0 BLOCK  LEYLAND ST, 02125",44,15.912139503688804,2125,0,LEYLAND ST,42.32145200000001,-71.0714309
"0 BLOCK  LIBERTY DR, 02210",16,38.43058350100603,2210,0,LIBERTY DR,42.35439969999999,-71.0450257
"0 BLOCK  LIBERTY SQ, 02109",6,64.738430583501,2109,0,LIBERTY SQ,42.3579874,-71.05543500000002
"0 BLOCK  LIFE ST, 02135",5,70.03688799463448,2135,0,LIFE ST,42.355418,-71.1461724
"0 BLOCK  LILA RD, 02130",3,84.40643863179075,2130,0,LILA RD,42.3031692,-71.12893919999999
"0 BLOCK  LILLY ST, 02127",3,84.40643863179075,2127,0,LILLY ST,42.3345731,-71.051209
"0 BLOCK  LIME ST, 02108",4,75.85513078470825,2108,0,LIME ST,42.3572518,-71.0706275
"0 BLOCK  LINCOLN ST, 02111",14,42.25352112676056,2111,0,LINCOLN ST,42.3534341,-71.0576145
"0 BLOCK  LINCOLN ST, 02122",22,31.15358819584172,2122,0,LINCOLN ST,42.2997896,-71.0602791
"0 BLOCK  LINCOLN ST, 02135",22,31.15358819584172,2135,0,LINCOLN ST,42.3589892,-71.146889
"0 BLOCK  LINCOLN ST, 02136",26,26.86116700201208,2136,0,LINCOLN ST,42.2580956,-71.1184822
"0 BLOCK  LINDA LN, 02125",9,53.923541247484906,2125,0,LINDA LN,42.312653,-71.0510635
"0 BLOCK  LINDALL ST, 02131",3,84.40643863179075,2131,0,LINDALL ST,42.2856837,-71.126672
"0 BLOCK  LINDEN AVE, 02126",6,64.738430583501,2126,0,LINDEN AVE,42.264256,-71.10560939999999
"0 BLOCK  LINDEN RD, 02132",2,100.0,2132,0,LINDEN RD,42.266273,-71.1628748
